Text	Label
NPAC SMS shall support a report, used for de-pooling, that contains a list of all numbers in a 1K Block, that currently have a Subscription Version with a status of pending/conflict/cancel-pending/failure, and where the currently active Subscription Version is LNP Type of POOL, that contains the following data elements: (Previously R-140) TN, Old Service Provider SPID, New Service Provider SPID, Due Date, Status.	nonsec
NPAC SMS shall sort the report listed in RR9-16, in the following order: (Previously R-141) New Service Provider SPID (primary sort), TN (secondary sort).	nonsec
NPAC SMS shall page break the report listed in RR9-16, for every change in new SPID. (Previously R-142)	nonsec
NPAC SMS shall be available 24 hours a day, 7 days a week with the exception of scheduled downtime and unscheduled downtime within the time frame defined in R10-3 and R10-5.	nonsec
NPAC SMS shall be 99.9 percent reliable. This applies to functionality and data integrity.	nonsec
NPAC SMS shall have unscheduled downtime per year less than or equal to 9 hours.	nonsec
NPAC SMS shall support a mean time to repair of less than or equal to 1 hour, for unscheduled downtime.	nonsec
NPAC SMS shall have NPAC initiated, scheduled downtime of less than or equal to 24 hours per year.	nonsec
NPAC initiated downtime as defined in R10-5 does not include downtime needed for software release updates initiated by or collectively agreed to by the Service Providers.	nonsec
NPAC shall be capable of monitoring the status of all of its communication links.	nonsec
NPAC shall be capable of detecting and reporting all communication link failures.	nonsec
NPAC SMS shall be capable of detecting and correcting single bit errors during data transmission between hardware components (both internal and external).	nonsec
NPAC SMS shall complete processing of all sending transactions at the time of system failure when the NPAC SMS resumes processing.	nonsec
NPAC SMS shall support functional components with on board automatic self checking logic for immediate fault locating.	nonsec
NPAC SMS shall support continuous hardware checking without any performance penalty or service degradation.	nonsec
NPAC SMS shall support duplexing of all major hardware components for continuous operation in the event of a system hardware failure.	nonsec
NPAC SMS shall support hardware fault tolerance that is transparent to the Service Providers.	nonsec
NPAC SMS shall notify Service Providers of the system unavailability via both the NPAC SMS to Local SMS interface and the SOA to NPAC SMS interface if the system becomes unavailable for normal operations due to any reason, including both scheduled and unscheduled maintenance.	nonsec
NPAC SMS shall notify Service Providers via their contact numbers if electronic communication is not possible.	nonsec
NPAC SMS shall include the following information in the notification: The reason for the downtime, When the down time will start, When the down time will stop, An NPAC contact number.	nonsec
NPAC SMS shall ensure the capability of receiving, processing and broadcasting updates will be given the highest priority during any maintenance, if resources allow only partial functionality.	nonsec
NPAC SMS shall provide tolerance to communication link outages and offer alternate routing for such outages.	nonsec
NPAC SMS shall offer alternate routing during communication link outages.	nonsec
NPAC SMS shall, in cases where Service Providers have been switched to a backup or disaster recovery machine, adhere to a maximum time to repair of 4 hours for the primary machine.	nonsec
NPAC SMS shall ensure that the time to switch the Service Providers to another machine and provide full functionality must not exceed the mean time to repair.	nonsec
NPAC SMS shall restore the capability of receiving, processing and broadcasting updates within 24 hours in the event of a disaster that limits the ability of both the NPAC and NPAC SMS to function.	nonsec
NPAC SMS shall restore full functionality within 48 hours, in the event of a disaster that limits both the NPAC and NPAC SMS ability to function.	nonsec
NPAC shall provide reliability reports documenting the following: Schedule down time, Unscheduled down time, Mean time to repair, System availability on a monthly basis to the Service Provider.	nonsec
NPAC SMS will have the capacity to support a user group in the NPAC sized for the region they service.	nonsec
NPAC SMS shall ensure that the data storage of the History file must keep track of all transactions made for a tunable parameter period of time (default of one year).	nonsec
NPAC SMS shall ensure that from the time an activation notice, modification or deletion request is received from a Service Provider until the time the broadcast of the update is started to all Service Provider local SMS will be less than 60 seconds.	nonsec
NPAC SMS, under normal operating conditions, shall ensure that the response time from when a request or transaction is received in the system to the time an acknowledgment is returned will be less than 3 seconds for 95% of all transactions. This does not include the transmission time across the interface to the Service Providers’ SOA or Local SMS.	nonsec
NPAC SMS shall be expandable to handle future growth due to circumstances described as follows: Added areas of portability, Added Service Providers.	nonsec
NPAC SMS shall send an electronic notification to the Service Provider’s SOA indicating the time the NPAC will switch them back to the primary machine.	nonsec
NPAC SMS shall send an electronic notification to the Service Provider’s Local SMS indicating the time the NPAC will switch them back to the primary machine.	nonsec
NPAC SMS shall sync up the database in its primary SMS with any updates sent to the backup or disaster recovery machine during the downtime.	nonsec
The resource accounting measurements will not cause degradation in the performance of the basic functions of the NPAC.	nonsec
NPAC SMS shall allow the NPAC administrator to turn on and off the recording of Service Provider usage statistics for the service elements.	nonsec
NPAC SMS shall measure and record the usage of NPAC resources on a per Service Provider basis.	nonsec
NPAC SMS shall generate usage measurements for allocated connections for each Service Provider.	nonsec
NPAC SMS shall generate usage measurements for the allocated mass storage (number of records stored) for each Service Provider.	nonsec
NPAC SMS shall measure the number of messages processed by type for each Service Provider.	nonsec
NPAC SMS shall measure the number of messages downloaded to each Service Provider.	nonsec
NPAC SMS shall be capable of creating the following billing reports: Login Session Per Service Provider, Allocated Mass Storage, Messages Processed by type (to include download data and data resent by request), Audits Requested and Processed, Requested Report Generation, Service Establishment (to include Service Provider establishment, user login ID addition to the NPAC SMS, and mechanized Interface Activation).	nonsec
The NPAC SMS shall be capable of creating a full billing report, with all of the report types in R11-9 included.	nonsec
NPAC SMS shall allow NPAC personnel to create billing reports for all Service Provider usage. For all report types in R11-9 and R11-10, the NPAC personnel will be able to specify whether the report is an aggregation/summary of stored data or a detailed report containing every item stored for the report type.	nonsec
NPAC SMS shall allow Service Providers to gather billing report data on only their NPAC SMS usage. Service Providers will not be able to create reports on any other Service Provider’s usage. For all report types in R11-9 and R11-10, the NPAC SMS shall create an aggregation/summary of stored data for the report type.	nonsec
NPAC SMS shall allow NPAC personnel to determine the output destination of the billing report. The destinations will include: on-line (on screen), printer, file, or FAX. The default selection is on-line.	nonsec
NPAC SMS shall allow Service Provider users to determine the output destination of the billing report. The destinations will include: on-line (on screen) or file. The default selection is on-line.	nonsec
The NPAC billing system shall be accessible only to NPAC personnel.	nonsec
The system should provide a categorized view of the entire inventory to the Construction Junction staff.	nonsec
Starting at the department level, users can navigate into the inventory item categories and sub- categories, all the way down to an individual inventory item.	nonsec
The system should allow inventory administrators to customize the inventory structure by defining the inventory departments (not to be confused actual retail floor departments known later in this document as stocking locations).	nonsec
The system should allow inventory administrators to customize the attributes and details available for each inventory item.	nonsec
Attributes can be defined for each department, and details can be defined for each department and/or category.	nonsec
Items are typically added to the inventory as part of the donation processes.	nonsec
This is called adding an item in donation processing.	nonsec
Alternatively, items can be added during routine inventory maintenance. This is called adding an item in inventory management mode.	nonsec
The system should allow various management actions to be performed on items existing in the inventory.	nonsec
These include modifying, deleting and splitting an item, and viewing the item‟s details and item history.	nonsec
These actions are only available for Unique and Stock items.	nonsec
The system should assist in the task of pricing a new inventory item by making pricing suggestions to the user when adding to or modifying an item in the inventory.	nonsec
The suggested prices should be calculated based on the original and sale prices of similar items that currently exist or existed in the inventory in the past.	nonsec
Acquisition records for Drop-Off, Pickup and Decon donations are created in the CRM system.	nonsec
Inventory Management users should be able to view all past and current acquisitions.	nonsec
Receiving Associates use this function to locate an expected acquisition when receiving a donation at the loading dock.	nonsec
Pickup and Decon crews may also use this function to initiate the process of receiving items while in the truck, on their way to the receiving dock.	nonsec
Drop Off acquisitions are not typically pre-scheduled as Pick Up and Decon acquisitions except for those submitted through the organizational website.	nonsec
As such, when a donor arrives with an unexpected drop off donation, a new acquisition needs to be able to be created in the CRM system first, at either the customer service desk or at the dock, before it can be viewed in the acquisitions screen.	nonsec
A donor in possession of a valid acquisition number can proceed to the receiving dock where the items to be donated will be received and processed, and a donation receipt will be generated.	nonsec
Alternatively, a donor may go directly to the receiving dock, in which case a new acquisition is created by the Receiving Associate before items can be received and processed.	nonsec
The screens used for the acquisition process should simplify and expedite the data entry process, allowing the Receiving Associate to enter only the information needed to generate the donation receipt.	nonsec
Additional attributes needed to complete the item information and effectively add the item to the inventory can be added at a second step, after the receipt has been printed and the donor has been served.	nonsec
The Receiving Associate can print temporary acquisition labels for items that require further processing.	nonsec
Pick Up and Decon crews may also initiate the receiving process, entering as much detailed information about the donated items as desired, and generating a donation receipt.	nonsec
They cannot, however, add items to the inventory or complete the acquisition process.	nonsec
A Receiving Associate is required to review all the acquisition information before those actions can take place.	nonsec
Any item in the inventory may be purchased by a Construction Junction customer.	nonsec
The sale of the item is processed by QuickBooks POS and the inventory must be updated accordingly.	nonsec
The application will provide a reporting mechanism that, at a minimum, allows Construction Junction to review and report by inventory, inventory type, donor contact information, and the ability to link inventory to individual that donated it.	nonsec
The system should integrate with Construction Junction‟s website and allow, in addition to capacity outlined in later sections, the ability for customers to view and search CJ‟s inventory online.	nonsec
The item search can be done in two ways: The user may „drill down‟ to a particular category using the hierarchical inventory view displayed on the website, The user may perform a search for items by keyword (basic search) and other parameters such as price, date received and/or discount (advanced search).	nonsec
The „Shop‟ page on CJ‟s website provides a starting concept of what the categorized inventory search might look like as does the website at www.seconduse.com.	nonsec
„Contact Us‟ and „Online Donation Form‟ website pages should integrate with Salesforce and allow donors to upload images.	nonsec
The system should also include the implementation of Salesforce.com Ideas on CJ‟s „Recycling & Resources‟ webpage to allow for crowd sourcing the best recycling options for various materials in the Pittsburgh metropolitan area.	nonsec
A „blastworthy‟ flag already exists on the item entry and update screens.	nonsec
That field can be used to flag an item for inclusion on the next e-Blast.	nonsec
When an item is flagged for e-Blast, the system should verify that a stocking location has been set for the item.	nonsec
The system should allow Construction Junction staff to view a list of all items that are currently flagged as blastworthy that haven‟t yet been included in an e-Blast.	nonsec
The user can then select which flagged items should be included on the next e-Blast.	nonsec
The system should also provide an e-Blast preview screen that displays all items selected for that week‟s e-Blast, and also all items that have been flagged but not selected.	nonsec
A cart with a laptop, camera and bar code reader will be used by the Construction Junction staff when looking for items in the sales floor that should be e-Blasted. That allows the user to quickly locate an item in the inventory by scanning its tag, flag items that aren‟t yet flagged and enter additional item information prior to the e-Blast.	nonsec
The system should integrate with Vertical Response (or its future possible replacement, Exact Target) for the e-Blast email notifications.	nonsec
The system should also allow Construction Junction staff to view a list of all items that were included in previous week‟s e-Blast and that have been sold. The user can then select the items that should be included in the „Great and Gone‟ section of the website. The system should also allow the user to select any sold items, adding pictures as needed, to be included in the „Great and Gone‟ section, even if they were not part of previous week‟s e-Blast. „Great and Gone‟ items should have a “Sold” overlay over their associated images.	nonsec
Items should be able to be re-Blasted without affecting previous e-Blast versions.	nonsec
The website should present an „Add to Cart‟ button on search results and item detail screens and standard „View Shopping Cart‟ and checkout functionality as well as the option to „forward item to a friend‟.	nonsec
The system does not need to support shipping options. All items purchased have to be picked up at the Construction Junction site.	nonsec
Only items flagged as available for online purchase on the inventory system can be purchased online.	nonsec
Those items are held in a separate area in the warehouse designated for online items and can only be purchased online.	nonsec
For items that are not available for online purchase the website should display a comment that reads 'You can purchase this item over the phone or at Construction Junction'.	nonsec
When an item is purchased over the phone it is physically moved to the SOLD items area in the warehouse, but should remain on the website for an additional 15 days with “Sold” appearing across the item name and image.	nonsec
Once registered online, the system should allow Construction Junction staff to print out a member card (possibly via QuickBooks POS) containing the member‟s name and unique member ID, in both numeric and bar code format.	nonsec
The member card can be scanned by Construction Junction staff to quickly identify the member when donating or purchasing items. The member‟s email address and associated customer ID/barcode should uniquely identity the member in both QuickBooks POS and in the CRM system.	nonsec
The system should allow Construction Junction to reward customers for frequent donating by giving them in-store credit that can be used when purchasing items.	nonsec
The „Reuse Reward‟ amount credited for each donated item should be kept separate from store credit for returned merchandise and be calculated as follows: For stock items, credited when the item is received, and calculated as 0.5% of the stock item‟s pre-defined price, For unique items, credited only the item is sold, and calculated as 1% of the price the item was actually sold for.	nonsec
The system should also provide reports that show all items a particular donor brought in and how much those items were sold for.	nonsec
QuickBooks POS should be aware of the current amount of credit accrued by a member so that it can be used whenever the member wants to purchase an item. Users should be able to use their accrued balance to buy gift certificates and give them to someone else.	nonsec
The system should be able to print the donor‟s current credit amount on the donation receipt.	nonsec
QuickBooks POS should also print a message on the sales and donation receipt informing customers that they can earn rewards by donating to Construction Junction.	nonsec
Additional membership benefits should include: Signing up for CJ‟s weekly e-Blast (all users who sign up for the e-Blast are automatically members and all users who sign up to be members automatically receive the weekly e- Blast (unless they manually uncheck that option)), Ability to manage online profile including status of e-Blast subscription, donation addresses, view sales history, donation history and re-reprint donation receipts online, Ability to have insight into the type of items scheduled for pickup by CJ, Automatic notification when accumulated credits reach a certain self-defined threshold. Ability to create a public green business or service listing, Ability to upload images and video of their reuse project(s), Advance notification of new class offerings and upcoming events, Easier purchasing of items offered online and automatic pre-registration for online auctions, Option to purchase CJ gift cards at a slightly discounted rate, Bonus in store discounts on member‟s birthday, Allows faster completion of online donation form and allows user to view and request available slots in CJ‟s pickup schedule.	nonsec
Construction Junction website users should be able to select a particular item category in the inventory (via an inventory or e-Blast view) and add it to their wish list.	nonsec
Users should also be able to add to the wish list any of the categories for items returned as search results.	nonsec
Anytime a new item is received into the inventory in that category, an automated notification is then sent to the user.	nonsec
The notification can be in multiple forms such as an email message, text message, voice blast, Twitter or Facebook.	nonsec
That option is set by the user in his/her website account settings.	nonsec
That means that in order to take advantage of the wish list functionality, the user must be registered as a Construction Junction website member.	nonsec
Customer Service representatives should also be able to add to a customer‟s wish list when requested by him/her at the customer service desk or via email phone, etc..	nonsec
Users should be able to view their current wish line online and remove entries from it.	nonsec
Users should also be able to add to their wish lists the categories of items that have been sold over the past 15 days.	nonsec
That means that once an item is sold, it should still be listed on the website for a period of 15 days, and its listing should contain the „SOLD‟ word on it.	nonsec
The item entry and update screens should include a „Subject to Aging Discount‟ flag.	nonsec
The system should use that flag to automatically generate discounts for items based on the amount of time they have been in the inventory.	nonsec
The discount should be calculated as a 10% discount for each month that the item has been in the inventory, and the item label should display the discounted prices and their corresponding date periods.	nonsec
The aging starts on the date when the item is assigned a price and is effectively added to the inventory, and not when the item is received.	nonsec
QuickBooks POS should apply the correct discount for the current date when an item is sold, and the website should automatically display the correct discount for the current date (requires regular data transfer).	nonsec
The sold item should be able to be viewed in Salesforce and flagged as „stored on-site‟ with an automatic „pick up date‟ calculated for seven days out. Staff can print a sold tag that is affixed to the sold item.	nonsec
Automatic emails are sent to the customer as required pick-up dates approach and the status of items is updated as they are picked up.	nonsec
Tasks are generated for staff to return overdue items to the sales floor and apply the appropriate store credit to customer accounts for items that have not been picked up within the allotted seven day period.	nonsec
This puts the item back into inventory and affects customer store credit accounts.	nonsec
The system must allow a threshold quantity to be set at any level (department or category) in the inventory. Once that threshold is reached for a department or category, the corresponding matrix cell should change to a different color that indicates the overstock condition.	nonsec
Also, the current quantity on hand and the threshold value for the item‟s department or category should be displayed on the item entry and update screens.	nonsec
This information should also be displayed on a different color or layout when the threshold is reached.	nonsec
The system should still allow items to be received for a department or category that is overstocked, but Construction Junction staff may decide to turn down those items at the receiving dock.	nonsec
The system should also provide a report that shows currently overstock departments and categories.	nonsec
Based on the overstock report Construction Junction staff may decide to put the entire category on sale for a period of time, or until the category is no longer overstocked.	nonsec
As the discount is only temporary, the item prices should not be changed in the Inventory.	nonsec
However, the price discount should be automatically applied on purchases via QuickBooks POS, and should also be visible on the website.	nonsec
The mobile units should allow that all inventory screens can be displayed and used in the same fashion as in the fixed workstations.	nonsec
This eliminates the need for designing a second set of screens to be used on mobile units with limited display capabilities.	nonsec
The Inventory Item entry screen already provides a comments/history text field that can be used for the purpose described.	nonsec
In addition to that, the system should be able to generate and print signage containing the item history, back story information and other item details. Ideally, the system would provide a few pre- defined formats for signage that can be chosen from.	nonsec
The described functionality is being implemented as part of the CRM project.	nonsec
In addition, the Inventory Management System needs to store item weight information and generate reports that indicate the total weight received, sold and diverted from landfills.	nonsec
When the actual item weight is not indicated, the system should use a pre-set average weight for the item category.	nonsec
The system should also display the actual weight average for the category on the category configuration screen, and also the number of items used when calculating that average.	nonsec
The inventory administrator can then decide whether to configure the category to use the actual average weight or a pre-set average weight, which would be set manually.	nonsec
The described functionality, which ranks the donor in terms of ease of working with, is being implemented as part of the CRM project.	nonsec
Construction Junction would also like to be able to generate the following donor statistics, which could be implemented in the form of reports: Number/value/volume of donations per donor, Fastest selling donations / time to sell per donor, Value retention of items (sold x estimated price) per donor Overall donor rating.	nonsec
The application is expected to operate via touch screen user interfaces, and take advantage of that technology to be as fast, efficient, intuitive, and flexible as possible while also minimizing the potential for errors and duplications.	nonsec
It should minimize the use of keyboard and mouse when processing acquisitions, and should allow acquisitions to be completed with few clicks and page switches.	nonsec
For internal users: Donation/acquisition processing - The system must be available during normal Construction Junction operating hours, Sales processing - The system must be available during normal Construction Junction operating hours, Inventory management - The system must be available beyond normal operating hours to accommodate inventory management operations.	nonsec
For external users - The system must be available beyond normal operating hours to accommodate website use – Inventory listing, wish list management and online purchases.	nonsec
Access to the application by the Construction Junction staff must require user login. Access to application screens and functions is granted or denied based on the profile and role of the currently logged in user, as detailed in the preceding use-case requirements.	sec
The system should record changes to application entities in the form of „created user/time‟, „modified user/time‟ fields.	sec
The system should also record information about various sensitive inventory management operations such as deleting items and changing the price of items.	sec
The functionality provided by the Inventory Management System will be critical to the normal operation of the Construction Junction business.	nonsec
As such, the system should perform with consistently and predictably low response times in order not to impact the performance or the timely execution of the various tasks that need to be conducted by the Construction Junction staff.	nonsec
A web browser-based interface must be provided for all the Inventory Management functionality.	nonsec
This sections lists the screens required and associated UI requirements.	nonsec
The following are specific UI requirements for the entire Inventory Management application: Buttons and shortcuts should be easy to click on a touch screen workstation. Extra spacing between rows should be added if necessary, All required information fields should be marked with an asterisk (*), During data validation, all validation errors must be reported to the actor and displayed on the screen, In case of a validation error, the actor must not have to re-enter the values that are valid.	nonsec
The system should support the following hardware interfaces: Touch screen monitors – To facilitate navigation of the categorized inventory when processing acquisitions and also for normal inventory maintenance tasks, Bar code readers – For scanning item labels and member cards, Zebra printers – For quick printing of item labels, Standard, color laser printers – For printing donation receipts, item signage and reports Mobile devices.	nonsec
Constituent data between QuickBooks POS and Salesforce must be synchronized.	nonsec
Updates to the inventory such as new items and changes to existing items must be synchronized.	nonsec
Inventory items must be updated as a result of sales in QuickBooks POS.	nonsec
Customer‟s sales history must be synchronized to QuickBooks POS and roll up in a similar fashion as donation statistics.	nonsec
Changes to a member‟s in-store credit amount as a result of donated item sales should be made available to QuickBooks POS.	nonsec
Customers with bouncing email addresses must be identified in QuickBooks POS.	nonsec
Integration between QuickBooks POS and Salesforce must use Middleware.	nonsec
All contact information utilized by the Inventory Management System, including donor and donation acquisition information, is stored in Salesforce CRM.	nonsec
Construction Junction currently uses Vertical Response to deliver email marketing functionality such as weekly e-blasts.	nonsec
Vertical Response App must be installed in Salesforce and consider storage consumption.	nonsec
At the time of this writing, Construction Junction is considering replacing VerticalResponse with ExactTarget.	nonsec
The system must be able to provide the contents of the categorized inventory for viewing on the website, allowing users to create wish lists and purchase items online.	nonsec
The inventory should be updated to reflect item purchases via the website.	nonsec
Construction Junction members should be able to log into CJ‟s website.	nonsec
Construction Junction intends to add this functionality.	nonsec
Construction Junction is currently evaluating the benefits of replacing Microsoft Office products and Exchange Server with Google Apps and Gmail.	nonsec
Buttons and shortcuts should be easy to click on a touch screen workstation. Extra spacing between rows should be added if necessary.	nonsec
All required information fields should be marked with an asterisk (*).	nonsec
During data validation, all validation errors must be reported to the actor and displayed on the screen.	nonsec
In case of a validation error, the actor must not have to re-enter the values that are valid.	nonsec
Inventory departments are displayed in matrix format.	nonsec
The matrix dimensions are fixed, and are the same when displaying departments or categories.	nonsec
The actual matrix dimensions are to be determined during system implementation.	nonsec
The matrix should be able to hold at least 30 tiles at each level	nonsec
Unused matrix cells are displayed empty.	nonsec
Each matrix cell displays a department name	nonsec
For departments with subcategories, the department name is a hyperlink to the view of the department subcategories.	nonsec
For a department with no subcategories, the department name is a hyperlink to the view of the items in that department.	nonsec
Departments are listed in alphabetical order in each row, from left to right and top to bottom.	nonsec
Each cell in the matrix must indicate in some visual form that it contains subcategories.	nonsec
Inventory categories are displayed in matrix format.	nonsec
The matrix dimensions are fixed, and are the same when displaying departments or categories.	nonsec
The actual matrix dimensions are to be determined during system implementation.	nonsec
The matrix should be able to hold at least 30 tiles at each level.	nonsec
Unused matrix cells are displayed empty.	nonsec
Each matrix cell displays a category name.	nonsec
For categories with subcategories, the category name is a hyperlink to the view of the subcategories.	nonsec
For a Unique Item category, the category name is a hyperlink to a view of the items under that category.	nonsec
For a Stock Item category, the category name is a hyperlink to a view of the details for that Stock Item, including the current quantity on hand.	nonsec
For a Under $5 category the category name is not a hyperlink.	nonsec
Categories are listed in alphabetical order in each row, from left to right and top to bottom.	nonsec
Each cell in the matrix must indicate in some visual form that it contains subcategories.	nonsec
The cell in the top left corner of the matrix always represents a generic item in the selected department (e.g. a generic appliance when viewing the categories in the appliance department) and is automatically generated by the system.	nonsec
The cell to the right of the top left corner of the matrix always represents under $5 items in the selected department and is automatically generated by the system.	nonsec
The screen should display all items for the selected department or category that match the selected filter criteria including attributes, features and/or detail fields	nonsec
The Item number is a hyperlink to the detailed item view screen for that item allowing recategorization.	nonsec
The list can be sorted by any table column.	nonsec
Each level (department or category) in the breadcrumbs at the top of the page is a hyperlink to the inventory items view for that department or category.	nonsec
The Add Item button is only present if user is a Manager, Director or Inventory Administrator	nonsec
Fields are only editable if user is a Manager, Director or Inventory Administrator.	nonsec
All fields are editable with the exception of the system generated item number.	nonsec
The Cancel and Save buttons are only present if user is a Manager, Director or Inventory Administrator.	nonsec
The Split Item link is only present if user is a Manager, Director or Inventory Administrator.	nonsec
Additional fields could include: model #, eligible for commission, architectural salvage and URL links to similar items in retail stores such as Home Depot and Lowes.	nonsec
The Department Name must be unique across the inventory.	nonsec
The Department‟s Unique Tag must be unique across the inventory.	nonsec
The POS Department Code must be at most 3 characters long.	nonsec
The Unique Tag must be at most 18 characters long.	nonsec
There must be at least one slot available in the Department matrix to hold the new Department.	nonsec
A Department cannot be deleted if it contains categories and/or items.	nonsec
The system must ask for confirmation before deleting a Department.	nonsec
To start managing categories, the user needs to drill down to the department level.	nonsec
Buttons for adding and moving categories should exist at this level.	nonsec
The Category Name must be unique across the inventory.	nonsec
The Category‟s Unique Tag must be unique across the inventory.	nonsec
The Unique Tag must be at most 18 characters long.	nonsec
There must be at least one slot available in the Category matrix at the level the new Category will be created to hold the new Category.	nonsec
The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details).	nonsec
The fields and available options under the Details section should be the ones defined for the selected category (see Manage Attributes and Details).	nonsec
The system must ask for confirmation before deleting a category.	nonsec
Additional fields could include: model # and URL links to similar items in retail stores such as Home Depot and Lowes.	nonsec
The Categories to Move selector is populated with the categories seen on the matrix at the level where the Move Categories button was pressed.	nonsec
User must select at least one Category to move.	nonsec
User must select either an existing target Department or Category, or new target Category.	nonsec
User cannot move categories to any Departments or Categories that don‟t have enough slots available in the matrix to hold the moved categories.	nonsec
User cannot move categories to any of their subcategories (cannot create loops in the inventory hierarchy).	nonsec
If a new target category is selected, User must enter Name, Unique Tag, Location of new category.	nonsec
User cannot select a Stock Item, Under $5 Category or Generic Category as the target category	nonsec
When a category is moved it keeps its assigned Item Details	nonsec
When the option to merge the contents of the selected Categories is selected, the Item Details assigned to the selected Categories are combined and assigned to the target Department or Category.	nonsec
Material and Features attributes can be assigned to any combination of departments.	nonsec
Material and Features attributes can be assigned to „All‟ departments.	nonsec
Color and Finish attributes can only be set to „All‟ departments.	nonsec
An Attribute cannot be set simultaneously to „All‟ departments and to specific department(s).	nonsec
Assigning an attribute to „All‟ departments disables the individual department selectors, but preserves the current department selections.	nonsec
Un-assigning an attribute from the „All‟ departments enables the individual department selectors, restoring the previous department selections.	nonsec
The Item Attribute Name must be unique across the inventory.	nonsec
The De-Activate Attribute button is replaced with an Activate Attribute button when the attribute is inactive	nonsec
The following fields are mandatory: Name.	nonsec
Details can be assigned to any combination of departments and categories.	nonsec
Details can be assigned to „All‟ departments and/or categories.	nonsec
Assigning a detail to a department or category automatically assigns it to its subcategories and vice versa to its top level department.	nonsec
If the Type is set to „Selection‟, then the selection list must contain at least one item.	nonsec
The Item Detail Name must be unique across the inventory.	nonsec
The De-Activate Detail button is replaced with an Activate Detail button when the detail is inactive.	nonsec
The following fields are mandatory: 2.1. Name, 2.2. Type.	nonsec
Users can access the Receive/Add Item from the Receive Acquisition screen when processing an acquisition, or from the View Inventory Items screen when browsing the inventory.	nonsec
The Category field is a link to the inventory matrix view, which allows you to select a new category by drilling down to any existing category.	nonsec
The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details).	nonsec
The fields and available options under the Details section should be the ones defined for the selected category (see Manage Attributes and Details).	nonsec
For Stock Items, all fields are pre-set and disabled, and cannot be changed.	nonsec
For Unique Items, all fields with values defined when the Unique Item category was created are preset and cannot be changed.	nonsec
For unique and stock items, the system makes pricing recommendations to the user on the item entry screen (see Suggest Item Price)	nonsec
For unique items, user can accept the suggested price, enter a different one, or leave it blank.	nonsec
For stock items, the price is pre-set and the user cannot change it.	nonsec
The Add to Inventory button is not enabled for Pickup and Decon Associates.	nonsec
Additional fields could include: model #, eligible for commission, architectural salvage and URL links to similar items in retail stores such as Home Depot and Lowes.	nonsec
All users can access the View/Update Item from the View Inventory Items screen when browsing the inventory, and a Manager, Director or Inventory Administrator can update item properties.	nonsec
All fields are editable with the exception of the system generated item number.	nonsec
When building the split item list, at least two items must exist in the list, including the original item.	nonsec
Clicking the Clone button on a row adds a new item row with the same item values as the original, except for the item number, which is left blank.	nonsec
Clicking the Add Item button takes the user through the inventory matrix so that a category can be selected for the new item.	nonsec
The user is then taken to the View/Update Item screen.	nonsec
Clicking the category name for an item takes the user to the View/Update Item screen for that item.	nonsec
Users should be able to filter acquisitions by: 2.1. Acquisition Number, 2.2. Donor and Primary Contact Name, 2.3. Type, 2.4. Primary Contact Phone Number, 2.5. Status.	nonsec
User should be able to sort the acquisition list by any of its columns.	nonsec
The default sorting is by descending order of acquisition End Date.	nonsec
The New Drop Off button takes the user to the acquisition creation screen in CRM for easy access.	nonsec
Condition is optional. If left blank, the donor may write it manually on the receipt.	nonsec
The donation item name initially displayed on each item row is the donation item name in the CRM acquisition record.	nonsec
Selecting a stock category takes you back to the acquisition screen , not to the items details page.	nonsec
Selecting an under $5 category prompts for a description and also takes you back to the acquisition screen.	nonsec
Clicking add item takes you directly to the inventory matrix so that the item category can be selected, then to the item details screen.	nonsec
Date received is tracked on an item by item basis.	nonsec
The Complete Acquisition button is disabled for Decon and Pickup Associates.	nonsec
The Email Receipt button takes you to the Email Receipt screen.	nonsec
The email receipt screen shows all email addresses associated with the Acquisition in CRM.	nonsec
One or more can be select to receive the email receipt If no emails are available, they need to be added in CRM.	nonsec
The system should support the following hardware interfaces: Touch screen monitors – To facilitate navigation of the categorized inventory when processing acquisitions and also for normal inventory maintenance tasks, Bar code readers – For scanning item labels and member cards, Zebra printers – For quick printing of item labels, Standard, color laser printers – For printing donation receipts, item signage and reports, Mobile devices.	nonsec
The user interface implementation should strive to use cross-browser standards wherever possible and avoid any use of browser-specific features.	nonsec
Constituent and sales history data from Construction Junction‟s QuickBooks POS system must be migrated to Salesforce.	nonsec
As the Inventory Management System does not replace any existing legacy system, there is no inventory data to migrate.	nonsec
Construction Junction has acquired CRM Fusion products including Demand Tools, People Import and Dupe Blocker to assist with these efforts.	nonsec
As the Inventory Management System does not replace any existing legacy system, Construction Junction doesn‟t currently have documented procedures for disaster recovery, backups and business continuity for its inventory operations.	nonsec
Appropriate procedures will need to be developed and documented for the chosen implementation platform.	nonsec
That should include: Backups - How will backups be done, what data the backups are to include, where the backup media will be stored, and for how long that media will be maintained, Disaster Recovery and Business Continuity Plan - How the system will be recovered, the timeframe for recovery, and the fallback procedures to allow business to continue including offline capabilities.	nonsec
The system must be written using industry best practices, and must be built using only Construction Junction approved products and technologies.	nonsec
The system must also be written in such a way that it can be supported by planned Construction Junction staffing levels.	nonsec
The Inventory Management System will most likely utilize a variety of open source and commercial products in its development lifecycle.	nonsec
